Date,Products,ISP,Production,Lifting,Sales_Gas,Production_Gas
2026-04-30,LPG,Incl. ISP,1127,1177,279,143
2026-05-01,LPG,Excl. ISP,1000,1283,320,110
2026-05-02,LPG,Incl. ISP,1335,1216,336,105
2026-05-03,LPG,Incl. ISP,1437,1474,339,125
2026-05-04,LPG,Excl. ISP,1261,1001,207,112
2026-05-05,NGL,Excl. ISP,1459,1245,470,122
2026-05-06,NGL,Excl. ISP,954,924,349,140
2026-05-07,NGL,Excl. ISP,1205,1348,186,148
2026-05-08,LPG,Excl. ISP,1200,1286,228,148
2026-05-09,LPG,Excl. ISP,906,1390,510,137
2026-05-10,LPG,Incl. ISP,1065,1051,170,133
2026-05-11,NGL,Incl. ISP,1479,1263,394,145
2026-05-12,NGL,Incl. ISP,1062,1146,244,109
2026-05-13,NGL,Excl. ISP,1001,1458,351,146
2026-05-14,NGL,Incl. ISP,1085,1391,464,108
2026-05-15,LPG,Excl. ISP,1314,1483,261,108
2026-05-16,NGL,Incl. ISP,1299,1039,326,133
2026-05-17,LPG,Excl. ISP,1342,1118,438,103
2026-05-18,LPG,Excl. ISP,1377,1211,115,120
2026-05-19,LPG,Excl. ISP,1383,1370,455,111
2026-05-20,NGL,Incl. ISP,1030,1095,474,101
2026-05-21,NGL,Excl. ISP,1442,1040,456,106
2026-05-22,LPG,Excl. ISP,1445,1013,137,125
2026-05-23,NGL,Incl. ISP,1178,1295,118,138
2026-05-24,LPG,Incl. ISP,907,1472,412,130
2026-05-25,LPG,Excl. ISP,1061,1270,125,138
2026-05-26,NGL,Excl. ISP,1330,997,482,110
2026-05-27,NGL,Incl. ISP,1317,1070,203,133
2026-05-28,NGL,Excl. ISP,1406,1311,105,123
2026-05-29,NGL,Excl. ISP,1036,1318,310,133
2026-05-30,LPG,Incl. ISP,1415,1044,281,97
2026-05-31,NGL,Incl. ISP,1237,1328,315,128
2026-06-01,LPG,Excl. ISP,1477,1262,530,103
2026-06-02,NGL,Incl. ISP,1143,1481,212,138
2026-06-03,LPG,Incl. ISP,1441,975,467,135
2026-06-04,NGL,Incl. ISP,1498,1415,402,102
2026-06-05,LPG,Incl. ISP,1157,1095,176,140
2026-06-06,LPG,Incl. ISP,1390,1462,487,117
2026-06-07,NGL,Excl. ISP,1410,1329,206,143
2026-06-08,LPG,Excl. ISP,1449,1355,109,148
2026-06-09,NGL,Excl. ISP,1147,1020,431,120
2026-06-10,LPG,Incl. ISP,1384,1109,237,148
2026-06-11,LPG,Excl. ISP,1288,1471,248,139
2026-06-12,LPG,Incl. ISP,1036,1348,159,105
2026-06-13,LPG,Excl. ISP,937,1173,275,104
2026-06-14,LPG,Incl. ISP,1027,993,189,99
2026-06-15,LPG,Excl. ISP,1056,921,438,148
2026-06-16,NGL,Excl. ISP,1208,906,507,120
2026-06-17,NGL,Incl. ISP,1126,1168,183,109
2026-06-18,LPG,Excl. ISP,1417,995,196,98
2026-06-19,NGL,Excl. ISP,1403,1409,235,129
2026-06-20,NGL,Excl. ISP,1348,1450,297,122
2026-06-21,LPG,Excl. ISP,1193,1300,307,108
2026-06-22,LPG,Incl. ISP,1206,916,547,139
2026-06-23,NGL,Incl. ISP,1394,1007,383,105
2026-06-24,LPG,Excl. ISP,903,1332,145,90
2026-06-25,NGL,Incl. ISP,1328,1102,300,109
2026-06-26,LPG,Excl. ISP,922,1208,490,141
2026-06-27,LPG,Incl. ISP,1054,1228,474,133
2026-06-28,LPG,Excl. ISP,1284,1297,103,145
2026-06-29,NGL,Excl. ISP,1019,1166,522,126
2026-06-30,NGL,Excl. ISP,1065,1059,382,112
2026-07-01,LPG,Incl. ISP,1269,949,156,126
2026-07-02,LPG,Incl. ISP,1196,1106,413,92
2026-07-03,LPG,Incl. ISP,1126,919,248,102
2026-07-04,LPG,Excl. ISP,930,1301,416,135
2026-07-05,LPG,Excl. ISP,1012,1226,291,150
2026-07-06,NGL,Incl. ISP,1022,1150,220,113
2026-07-07,NGL,Excl. ISP,918,1268,269,146
2026-07-08,NGL,Excl. ISP,1373,1152,198,115
2026-07-09,LPG,Incl. ISP,956,981,268,140
2026-07-10,NGL,Incl. ISP,1440,1215,110,125
2026-07-11,LPG,Excl. ISP,976,1424,118,112
2026-07-12,LPG,Excl. ISP,1095,1422,333,124
2026-07-13,LPG,Incl. ISP,997,1249,487,97
2026-07-14,NGL,Incl. ISP,1466,1248,409,105
2026-07-15,NGL,Incl. ISP,969,1158,102,135
2026-07-16,LPG,Incl. ISP,1266,1268,240,133
2026-07-17,LPG,Incl. ISP,1318,1360,460,100
2026-07-18,LPG,Excl. ISP,1130,1429,380,125
2026-07-19,LPG,Excl. ISP,1089,1188,411,144
2026-07-20,LPG,Excl. ISP,1233,1107,129,102
2026-07-21,LPG,Excl. ISP,1155,980,144,135
2026-07-22,LPG,Excl. ISP,952,1217,111,105
2026-07-23,NGL,Incl. ISP,1393,1076,277,140
2026-07-24,LPG,Excl. ISP,1412,1060,290,140
2026-07-25,NGL,Excl. ISP,1169,1473,169,134
2026-07-26,NGL,Excl. ISP,1076,1440,149,148
2026-07-27,LPG,Incl. ISP,1002,1367,221,130
2026-07-28,LPG,Incl. ISP,1245,1078,525,116
2026-07-29,NGL,Incl. ISP,1055,1403,280,129
2026-07-30,NGL,Incl. ISP,971,1442,384,144
2026-07-31,NGL,Excl. ISP,1038,1496,168,113
2026-08-01,NGL,Incl. ISP,1140,1366,470,120
2026-08-02,NGL,Excl. ISP,1271,1340,287,118
2026-08-03,NGL,Incl. ISP,1112,1233,356,148
2026-08-04,NGL,Incl. ISP,948,1275,422,134
2026-08-05,LPG,Excl. ISP,1356,1064,307,135
2026-08-06,LPG,Incl. ISP,1221,1302,280,124
2026-08-07,LPG,Incl. ISP,1216,1459,264,111
2026-08-08,LPG,Incl. ISP,1360,1420,342,124
2026-08-09,LPG,Excl. ISP,1164,998,188,118
2026-08-10,LPG,Incl. ISP,1170,1176,400,131
2026-08-11,NGL,Excl. ISP,1346,1092,405,117
2026-08-12,NGL,Excl. ISP,1290,1259,225,112
2026-08-13,LPG,Excl. ISP,1470,1438,354,113
2026-08-14,NGL,Incl. ISP,1285,1435,494,121
2026-08-15,NGL,Excl. ISP,1021,988,400,107
2026-08-16,LPG,Excl. ISP,1331,1148,105,143
2026-08-17,LPG,Incl. ISP,1156,1467,376,92
2026-08-18,NGL,Incl. ISP,1205,1496,173,118
2026-08-19,NGL,Excl. ISP,1435,1319,247,118
2026-08-20,LPG,Excl. ISP,1158,1169,285,138
2026-08-21,NGL,Excl. ISP,1027,1176,388,90
2026-08-22,NGL,Excl. ISP,967,1127,526,143
2026-08-23,NGL,Excl. ISP,1117,922,223,145
2026-08-24,NGL,Excl. ISP,1255,1212,235,147
2026-08-25,LPG,Incl. ISP,1278,1490,464,103
2026-08-26,NGL,Excl. ISP,1200,1445,349,98
2026-08-27,LPG,Incl. ISP,1430,1358,481,148
2026-08-28,NGL,Excl. ISP,1200,1083,465,118
2026-08-29,NGL,Excl. ISP,1171,1429,435,140
2026-08-30,NGL,Incl. ISP,1261,1276,191,114
2026-08-31,NGL,Incl. ISP,993,1482,150,93
2026-09-01,LPG,Incl. ISP,969,1445,121,102
2026-09-02,LPG,Excl. ISP,1119,973,307,100
2026-09-03,LPG,Incl. ISP,1242,1254,526,117
2026-09-04,LPG,Excl. ISP,1254,1493,166,123
2026-09-05,NGL,Incl. ISP,1290,1063,287,149
2026-09-06,LPG,Incl. ISP,1071,1075,453,140
2026-09-07,LPG,Excl. ISP,1096,1189,124,96
2026-09-08,LPG,Excl. ISP,1236,908,235,128
2026-09-09,LPG,Incl. ISP,1229,939,336,108
2026-09-10,NGL,Excl. ISP,1051,990,389,101
2026-09-11,LPG,Excl. ISP,1205,1206,509,142
2026-09-12,LPG,Incl. ISP,1399,909,357,119
2026-09-13,LPG,Excl. ISP,1186,1149,281,115
2026-09-14,NGL,Excl. ISP,1069,1071,226,97
2026-09-15,NGL,Incl. ISP,1393,964,501,132
2026-09-16,LPG,Excl. ISP,1023,1077,149,105
2026-09-17,LPG,Incl. ISP,1006,1302,322,93
2026-09-18,LPG,Excl. ISP,1086,1287,511,114
2026-09-19,NGL,Incl. ISP,1260,1307,302,113
2026-09-20,NGL,Excl. ISP,1359,1239,468,146
2026-09-21,LPG,Excl. ISP,1107,1314,143,130
2026-09-22,LPG,Excl. ISP,1244,1020,271,102
2026-09-23,LPG,Incl. ISP,914,1114,428,144
2026-09-24,NGL,Excl. ISP,1486,973,379,113
2026-09-25,NGL,Incl. ISP,1317,978,356,110
2026-09-26,NGL,Excl. ISP,1183,942,365,150
2026-09-27,LPG,Incl. ISP,1051,1175,105,125
2026-09-28,LPG,Incl. ISP,1285,1093,104,138
2026-09-29,LPG,Excl. ISP,1457,1461,363,131
2026-09-30,NGL,Excl. ISP,997,1097,472,111
2026-10-01,LPG,Incl. ISP,1170,1473,438,121
2026-10-02,LPG,Excl. ISP,1212,926,304,104
2026-10-03,LPG,Excl. ISP,922,1014,534,148
2026-10-04,LPG,Incl. ISP,1299,1181,114,107
2026-10-05,NGL,Incl. ISP,939,1436,305,148
2026-10-06,LPG,Incl. ISP,1348,1287,198,142
2026-10-07,LPG,Incl. ISP,1466,1430,217,125
2026-10-08,NGL,Excl. ISP,1385,1396,313,99
2026-10-09,LPG,Excl. ISP,1154,1135,304,111
2026-10-10,LPG,Excl. ISP,1241,1427,204,149
2026-10-11,NGL,Excl. ISP,1267,1437,263,119
2026-10-12,NGL,Excl. ISP,1226,1266,289,106
2026-10-13,LPG,Incl. ISP,1095,1439,228,106
2026-10-14,LPG,Excl. ISP,925,1482,228,92
2026-10-15,LPG,Incl. ISP,1365,1388,398,148
2026-10-16,LPG,Incl. ISP,1329,1384,397,138
2026-10-17,LPG,Incl. ISP,1465,1000,438,92
2026-10-18,LPG,Incl. ISP,1102,1304,270,129
2026-10-19,NGL,Excl. ISP,1461,1373,304,105
2026-10-20,NGL,Incl. ISP,1310,1466,548,121
2026-10-21,LPG,Excl. ISP,1087,1098,237,109
2026-10-22,LPG,Incl. ISP,1144,1100,287,146
2026-10-23,NGL,Excl. ISP,1495,1424,541,120
2026-10-24,LPG,Incl. ISP,1110,900,515,111
2026-10-25,LPG,Excl. ISP,1013,1377,543,106
2026-10-26,NGL,Incl. ISP,1496,1265,343,105
2026-10-27,LPG,Incl. ISP,1008,977,374,102
2026-10-28,NGL,Incl. ISP,926,1053,119,101
2026-10-29,LPG,Excl. ISP,1006,1293,346,150
2026-10-30,LPG,Incl. ISP,1103,1447,327,123
2026-10-31,LPG,Incl. ISP,1105,1405,488,108
2026-11-01,LPG,Excl. ISP,1282,964,463,118
2026-11-02,NGL,Excl. ISP,1027,915,509,145
2026-11-03,NGL,Incl. ISP,929,1150,426,126
2026-11-04,LPG,Incl. ISP,1250,906,256,95
2026-11-05,LPG,Excl. ISP,1410,1209,269,99
2026-11-06,LPG,Incl. ISP,1314,1019,424,123
2026-11-07,NGL,Excl. ISP,1446,1376,224,104
2026-11-08,LPG,Excl. ISP,1056,1096,545,119
2026-11-09,LPG,Excl. ISP,1405,1183,500,117
2026-11-10,LPG,Incl. ISP,1134,950,447,149
2026-11-11,LPG,Incl. ISP,1162,1092,348,138
2026-11-12,NGL,Excl. ISP,1100,1402,258,120
2026-11-13,NGL,Excl. ISP,1265,1461,245,104
2026-11-14,LPG,Incl. ISP,1135,908,126,124
2026-11-15,NGL,Excl. ISP,1491,1153,549,132
2026-11-16,NGL,Incl. ISP,1062,932,476,132
2026-11-17,NGL,Incl. ISP,1118,1007,368,131
2026-11-18,NGL,Excl. ISP,1302,1367,170,100
2026-11-19,NGL,Excl. ISP,1130,1303,457,98
2026-11-20,NGL,Excl. ISP,1417,1497,507,144
2026-11-21,NGL,Incl. ISP,1309,1269,237,137
2026-11-22,LPG,Incl. ISP,1183,1218,170,99
2026-11-23,NGL,Excl. ISP,1303,1421,461,100
2026-11-24,LPG,Incl. ISP,1184,1178,269,92
2026-11-25,NGL,Incl. ISP,1114,941,116,115
2026-11-26,LPG,Incl. ISP,1097,1478,483,123
2026-11-27,LPG,Incl. ISP,1096,1064,511,105
2026-11-28,LPG,Incl. ISP,1241,998,363,125
2026-11-29,NGL,Incl. ISP,1368,1199,318,103
2026-11-30,NGL,Incl. ISP,1409,1495,215,95
2026-12-01,NGL,Excl. ISP,1042,1039,179,97
2026-12-02,LPG,Incl. ISP,1212,1157,425,121
2026-12-03,LPG,Incl. ISP,1137,1145,256,99
2026-12-04,LPG,Excl. ISP,1301,1268,536,100
2026-12-05,NGL,Excl. ISP,997,1463,474,99
2026-12-06,LPG,Incl. ISP,1438,1053,243,114
2026-12-07,LPG,Excl. ISP,1282,1084,283,127
2026-12-08,LPG,Incl. ISP,1399,1458,191,112
2026-12-09,NGL,Excl. ISP,918,1253,239,101
2026-12-10,LPG,Excl. ISP,1240,1316,193,119
2026-12-11,LPG,Excl. ISP,927,1138,210,150
2026-12-12,LPG,Excl. ISP,1251,1485,461,131
2026-12-13,LPG,Incl. ISP,983,1403,502,122
2026-12-14,LPG,Incl. ISP,1409,1268,366,107
2026-12-15,LPG,Excl. ISP,1273,1155,365,112
2026-12-16,LPG,Excl. ISP,1241,1286,170,133
2026-12-17,LPG,Excl. ISP,1001,1038,145,139
2026-12-18,NGL,Excl. ISP,1373,1495,295,127
2026-12-19,LPG,Excl. ISP,1314,1081,489,150
2026-12-20,LPG,Excl. ISP,1487,1079,447,131
2026-12-21,NGL,Incl. ISP,998,924,165,125
2026-12-22,NGL,Excl. ISP,1059,1096,223,141
2026-12-23,NGL,Excl. ISP,1320,1164,362,144
2026-12-24,LPG,Incl. ISP,1034,1117,250,145
2026-12-25,LPG,Excl. ISP,1276,1370,410,141
2026-12-26,LPG,Incl. ISP,1241,1403,192,99
2026-12-27,NGL,Excl. ISP,1088,1237,318,95
2026-12-28,NGL,Excl. ISP,1356,1197,173,102
2026-12-29,LPG,Incl. ISP,1277,1096,340,149
2026-12-30,NGL,Excl. ISP,1418,1106,373,96
2026-12-31,NGL,Incl. ISP,905,1124,289,114
2027-01-01,NGL,Excl. ISP,1223,1082,320,110
2027-01-02,NGL,Excl. ISP,984,1279,405,98
2027-01-03,NGL,Excl. ISP,1064,1245,253,94
2027-01-04,LPG,Excl. ISP,1284,949,453,126
2027-01-05,NGL,Incl. ISP,1280,1364,520,100
2027-01-06,LPG,Excl. ISP,1290,1279,195,92
2027-01-07,LPG,Excl. ISP,1176,982,296,131
2027-01-08,LPG,Excl. ISP,985,1284,448,96
2027-01-09,NGL,Incl. ISP,1294,1327,115,96
2027-01-10,NGL,Incl. ISP,1431,1070,318,105
2027-01-11,LPG,Incl. ISP,1070,1293,438,91
2027-01-12,LPG,Incl. ISP,960,1109,489,145
2027-01-13,NGL,Excl. ISP,986,990,253,120
2027-01-14,NGL,Incl. ISP,1058,1434,532,135
2027-01-15,LPG,Excl. ISP,1428,1357,100,119
2027-01-16,NGL,Incl. ISP,1059,1043,325,104
2027-01-17,LPG,Excl. ISP,1350,1203,349,147
2027-01-18,NGL,Incl. ISP,955,1302,216,127
2027-01-19,NGL,Incl. ISP,983,1319,478,135
2027-01-20,LPG,Excl. ISP,1499,923,149,107
2027-01-21,NGL,Excl. ISP,1146,1038,186,103
2027-01-22,LPG,Excl. ISP,1310,1328,176,119
2027-01-23,LPG,Excl. ISP,1260,930,385,115
2027-01-24,NGL,Incl. ISP,991,1340,173,91
2027-01-25,NGL,Excl. ISP,1449,1478,477,106
2027-01-26,NGL,Incl. ISP,997,1450,239,113
2027-01-27,LPG,Incl. ISP,1075,966,390,117
2027-01-28,NGL,Excl. ISP,1165,1208,428,149
2027-01-29,LPG,Excl. ISP,970,1369,243,117
2027-01-30,LPG,Incl. ISP,1316,1009,143,102
2027-01-31,NGL,Incl. ISP,1480,1107,251,126
2027-02-01,LPG,Incl. ISP,1077,1486,485,146
2027-02-02,NGL,Excl. ISP,1247,1373,149,109
2027-02-03,LPG,Excl. ISP,1158,980,154,134
2027-02-04,LPG,Incl. ISP,1187,1397,359,146
2027-02-05,LPG,Incl. ISP,922,1134,546,140
2027-02-06,NGL,Excl. ISP,1335,999,530,112
2027-02-07,LPG,Incl. ISP,1385,1170,370,124
2027-02-08,NGL,Incl. ISP,1496,1314,286,145
2027-02-09,LPG,Incl. ISP,954,932,479,122
2027-02-10,NGL,Excl. ISP,1455,982,339,103
2027-02-11,LPG,Incl. ISP,1229,1241,431,144
2027-02-12,NGL,Incl. ISP,982,1499,550,142
2027-02-13,LPG,Incl. ISP,1251,927,415,140
2027-02-14,NGL,Excl. ISP,1008,930,214,120
2027-02-15,NGL,Excl. ISP,982,1136,169,118
2027-02-16,LPG,Excl. ISP,1403,1177,540,123
2027-02-17,LPG,Excl. ISP,1075,1294,409,96
2027-02-18,NGL,Excl. ISP,1243,1423,329,91
2027-02-19,NGL,Incl. ISP,1006,1228,410,135
2027-02-20,LPG,Incl. ISP,992,1068,228,100
2027-02-21,LPG,Incl. ISP,1277,919,413,131
2027-02-22,NGL,Incl. ISP,1447,1353,406,102
2027-02-23,LPG,Excl. ISP,1435,1396,443,112
2027-02-24,LPG,Excl. ISP,1312,1410,173,108
2027-02-25,NGL,Incl. ISP,1081,1000,444,130
2027-02-26,LPG,Incl. ISP,1048,1350,488,131
2027-02-27,LPG,Excl. ISP,1094,1139,156,147
2027-02-28,LPG,Excl. ISP,1411,1304,392,148
2027-03-01,NGL,Excl. ISP,1120,981,271,148
2027-03-02,LPG,Excl. ISP,1336,931,379,136
2027-03-03,LPG,Excl. ISP,1198,1107,528,115
2027-03-04,LPG,Excl. ISP,1386,908,391,95
2027-03-05,NGL,Excl. ISP,1352,1116,237,135
2027-03-06,LPG,Excl. ISP,1229,1097,285,101
2027-03-07,LPG,Incl. ISP,1354,1142,232,131
2027-03-08,LPG,Incl. ISP,1221,943,170,102
2027-03-09,NGL,Excl. ISP,1012,1047,375,108
2027-03-10,NGL,Incl. ISP,1489,1006,171,95
2027-03-11,LPG,Incl. ISP,1164,1054,157,148
2027-03-12,NGL,Incl. ISP,1115,1349,182,131
2027-03-13,LPG,Excl. ISP,1323,1065,158,104
2027-03-14,LPG,Incl. ISP,1481,1486,521,104
2027-03-15,LPG,Incl. ISP,1052,1041,363,126
2027-03-16,NGL,Incl. ISP,997,1455,263,101
2027-03-17,NGL,Incl. ISP,1061,941,159,105
2027-03-18,LPG,Excl. ISP,1459,1118,531,132
2027-03-19,LPG,Incl. ISP,1184,1414,266,94
2027-03-20,NGL,Incl. ISP,1034,1497,343,100
2027-03-21,LPG,Incl. ISP,1365,910,488,105
2027-03-22,LPG,Excl. ISP,1085,1252,353,122
2027-03-23,NGL,Incl. ISP,1372,1439,134,146
2027-03-24,NGL,Excl. ISP,1237,1221,145,131
2027-03-25,LPG,Excl. ISP,1185,1100,251,139
2027-03-26,NGL,Incl. ISP,1060,1420,504,112
2027-03-27,NGL,Incl. ISP,1272,1460,308,113
2027-03-28,LPG,Incl. ISP,963,909,154,123
2027-03-29,NGL,Excl. ISP,1329,1238,127,120
2027-03-30,NGL,Excl. ISP,1105,1064,345,133
2027-03-31,NGL,Excl. ISP,1450,1419,371,129
2027-04-01,LPG,Excl. ISP,1142,1308,218,127
2027-04-02,NGL,Incl. ISP,1353,1037,159,90
2027-04-03,LPG,Incl. ISP,1134,1394,271,142
2027-04-04,LPG,Excl. ISP,1307,1148,482,107
2027-04-05,LPG,Excl. ISP,1451,1325,122,107
2027-04-06,LPG,Excl. ISP,1364,944,267,142
2027-04-07,LPG,Incl. ISP,1065,1426,210,140
2027-04-08,LPG,Excl. ISP,1490,965,464,96
2027-04-09,LPG,Incl. ISP,1038,1273,531,146
2027-04-10,LPG,Incl. ISP,967,1236,171,99
2027-04-11,LPG,Incl. ISP,1053,1433,479,134
2027-04-12,NGL,Excl. ISP,1207,1400,431,150
2027-04-13,NGL,Incl. ISP,1021,915,134,134
2027-04-14,NGL,Incl. ISP,1278,1258,377,132
2027-04-15,NGL,Incl. ISP,1118,1295,374,146
2027-04-16,LPG,Incl. ISP,1176,1011,482,123
2027-04-17,NGL,Incl. ISP,1258,1269,248,139
2027-04-18,NGL,Excl. ISP,1168,939,126,147
2027-04-19,NGL,Incl. ISP,1442,1070,284,105
2027-04-20,LPG,Incl. ISP,1372,1042,376,132
2027-04-21,NGL,Excl. ISP,1056,928,123,120
2027-04-22,LPG,Incl. ISP,1288,1346,416,95
2027-04-23,LPG,Incl. ISP,1467,1086,455,90
2027-04-24,LPG,Incl. ISP,1133,1114,311,92
2027-04-25,LPG,Incl. ISP,1318,919,234,146
2027-04-26,NGL,Incl. ISP,1237,1040,391,120
2027-04-27,NGL,Excl. ISP,1363,1062,326,136
2027-04-28,NGL,Incl. ISP,927,1083,447,102
2027-04-29,LPG,Incl. ISP,1452,1076,191,131
2027-04-30,NGL,Excl. ISP,1072,1250,510,113
2027-05-01,LPG,Excl. ISP,1058,1391,297,115
2027-05-02,NGL,Incl. ISP,1000,1001,434,110
2027-05-03,NGL,Excl. ISP,1184,1087,143,148
2027-05-04,NGL,Excl. ISP,907,1010,179,106
2027-05-05,LPG,Excl. ISP,1013,1128,454,131
2027-05-06,LPG,Excl. ISP,977,1201,270,120
2027-05-07,LPG,Excl. ISP,1140,925,335,139
2027-05-08,NGL,Incl. ISP,1352,1245,179,128
2027-05-09,NGL,Incl. ISP,918,1465,505,130
2027-05-10,NGL,Incl. ISP,1286,909,355,114
2027-05-11,LPG,Excl. ISP,1287,937,408,125
2027-05-12,LPG,Excl. ISP,1125,911,410,117
2027-05-13,LPG,Excl. ISP,1124,1445,329,139
2027-05-14,NGL,Excl. ISP,937,972,306,147
2027-05-15,NGL,Incl. ISP,1100,1161,497,143
2027-05-16,NGL,Excl. ISP,1028,1322,423,117
2027-05-17,NGL,Excl. ISP,1375,1426,423,115
2027-05-18,LPG,Excl. ISP,1341,1014,454,102
2027-05-19,NGL,Incl. ISP,1348,1160,227,94
2027-05-20,NGL,Incl. ISP,1170,976,104,93
2027-05-21,NGL,Excl. ISP,1358,951,266,117
2027-05-22,NGL,Excl. ISP,935,1175,206,150
2027-05-23,LPG,Excl. ISP,1362,1467,283,131
2027-05-24,NGL,Excl. ISP,1103,1393,100,141
2027-05-25,LPG,Excl. ISP,1063,1461,268,119
2027-05-26,NGL,Incl. ISP,982,905,475,143
2027-05-27,LPG,Incl. ISP,1241,987,389,121
2027-05-28,NGL,Incl. ISP,1081,1422,217,135
2027-05-29,LPG,Incl. ISP,1380,1256,345,104
2027-05-30,LPG,Incl. ISP,1034,984,164,119
2027-05-31,LPG,Incl. ISP,971,1354,458,98
2027-06-01,LPG,Incl. ISP,1319,988,473,143
2027-06-02,NGL,Incl. ISP,1087,1102,403,139
2027-06-03,NGL,Incl. ISP,1179,1493,318,149
2027-06-04,LPG,Incl. ISP,911,1438,278,126
2027-06-05,NGL,Incl. ISP,1458,1379,442,121
2027-06-06,NGL,Incl. ISP,1208,1176,286,97
2027-06-07,NGL,Incl. ISP,1498,1297,540,150
2027-06-08,NGL,Incl. ISP,1479,957,421,112
2027-06-09,LPG,Incl. ISP,1105,1142,516,139
2027-06-10,LPG,Incl. ISP,1444,1137,346,133
2027-06-11,LPG,Incl. ISP,1133,1111,484,117
2027-06-12,NGL,Incl. ISP,1025,1266,240,109
2027-06-13,NGL,Incl. ISP,1094,1212,347,142
2027-06-14,LPG,Incl. ISP,1359,983,299,116
2027-06-15,NGL,Incl. ISP,1336,1064,511,118
2027-06-16,NGL,Excl. ISP,1443,963,335,94
2027-06-17,LPG,Excl. ISP,1008,1084,266,99
2027-06-18,LPG,Excl. ISP,936,1279,391,145
2027-06-19,NGL,Excl. ISP,1322,951,374,118
2027-06-20,LPG,Incl. ISP,1486,1112,244,120
2027-06-21,NGL,Incl. ISP,1459,1009,281,125
2027-06-22,LPG,Incl. ISP,1127,1368,207,91
2027-06-23,LPG,Incl. ISP,1407,903,117,122
2027-06-24,LPG,Excl. ISP,1285,1443,420,146
2027-06-25,NGL,Incl. ISP,1298,1186,114,94
2027-06-26,LPG,Excl. ISP,1412,1174,314,141
2027-06-27,LPG,Incl. ISP,1036,1343,303,119
2027-06-28,NGL,Excl. ISP,1296,1218,483,129
2027-06-29,LPG,Excl. ISP,1261,1451,540,116
2027-06-30,LPG,Incl. ISP,1356,1080,504,146
2027-07-01,LPG,Incl. ISP,1097,1389,489,92
2027-07-02,NGL,Excl. ISP,1176,1391,145,91
2027-07-03,NGL,Excl. ISP,1441,1260,479,97
2027-07-04,NGL,Excl. ISP,1316,1094,445,137
2027-07-05,NGL,Excl. ISP,1008,1147,468,149
2027-07-06,NGL,Incl. ISP,1332,1398,291,95
2027-07-07,NGL,Incl. ISP,1174,1452,158,102
2027-07-08,LPG,Incl. ISP,1342,978,104,121
2027-07-09,NGL,Incl. ISP,987,1096,137,124
2027-07-10,NGL,Incl. ISP,1178,1403,147,134
2027-07-11,LPG,Excl. ISP,978,951,467,120
2027-07-12,LPG,Incl. ISP,908,941,228,95
2027-07-13,NGL,Incl. ISP,1430,1320,197,91
2027-07-14,LPG,Incl. ISP,1056,1062,123,146
2027-07-15,NGL,Incl. ISP,1029,1401,369,126
2027-07-16,NGL,Incl. ISP,1338,1295,310,143
2027-07-17,NGL,Excl. ISP,1319,1346,389,147
2027-07-18,NGL,Excl. ISP,1375,1248,299,141
2027-07-19,LPG,Incl. ISP,1312,1116,194,126
2027-07-20,NGL,Excl. ISP,1134,1101,308,130
2027-07-21,NGL,Excl. ISP,1227,1382,342,126
2027-07-22,NGL,Excl. ISP,1205,1091,313,109
2027-07-23,NGL,Excl. ISP,1257,1397,185,134
2027-07-24,LPG,Incl. ISP,1500,1127,527,92
2027-07-25,NGL,Incl. ISP,1351,1487,460,143
2027-07-26,NGL,Incl. ISP,1010,1017,187,148
2027-07-27,LPG,Incl. ISP,1042,1425,233,149
2027-07-28,LPG,Excl. ISP,1454,1291,347,128
2027-07-29,NGL,Excl. ISP,1103,1073,446,104
2027-07-30,LPG,Excl. ISP,1209,1148,213,117
2027-07-31,NGL,Excl. ISP,1334,1297,195,109
2027-08-01,NGL,Incl. ISP,1418,1499,143,91
2027-08-02,LPG,Incl. ISP,1409,1313,114,118
2027-08-03,NGL,Excl. ISP,1261,939,201,131
2027-08-04,NGL,Incl. ISP,1152,1464,145,97
2027-08-05,LPG,Excl. ISP,1197,915,466,146
2027-08-06,LPG,Excl. ISP,1493,928,305,126
2027-08-07,NGL,Incl. ISP,1092,1167,277,129
2027-08-08,LPG,Incl. ISP,1328,1449,525,94
2027-08-09,NGL,Incl. ISP,1138,1234,336,100
2027-08-10,NGL,Excl. ISP,1178,1079,143,136
2027-08-11,LPG,Incl. ISP,977,1392,352,99
2027-08-12,LPG,Incl. ISP,1393,1422,430,148
2027-08-13,NGL,Excl. ISP,1228,1146,158,124
2027-08-14,LPG,Excl. ISP,1491,1066,415,99
2027-08-15,LPG,Incl. ISP,1298,950,453,145
2027-08-16,NGL,Incl. ISP,1165,1275,470,96
2027-08-17,LPG,Incl. ISP,1001,1034,397,96
2027-08-18,LPG,Excl. ISP,1225,1463,458,124
2027-08-19,NGL,Incl. ISP,1350,1267,101,111
2027-08-20,NGL,Incl. ISP,1091,997,501,141
2027-08-21,NGL,Excl. ISP,1446,963,182,140
2027-08-22,LPG,Excl. ISP,1010,988,217,146
2027-08-23,LPG,Incl. ISP,913,1058,407,96
2027-08-24,NGL,Incl. ISP,1470,1092,339,137
2027-08-25,NGL,Incl. ISP,1294,1335,280,147
2027-08-26,LPG,Excl. ISP,1067,1344,360,112
2027-08-27,NGL,Incl. ISP,1487,1479,547,107
2027-08-28,NGL,Excl. ISP,1189,996,219,132
